abba,dancing queen,ooh & you can dance & you can jive & having the time of your life & ooh see that girl & watch that scene & dig in the dancing queen & friday night and the lights are low & looking out for a place to go & where they play the right music & getting in the swing & you come to look for a king & anybody could be that guy & night is young and the music's high & with a bit of rock music & everything is fine & you're in the mood for a dance & and when you get the chance & you are the dancing queen & young and sweet & only seventeen & dancing queen & feel the beat from the tambourine oh yeah & you can dance & you can jive & having the time of your life & ooh see that girl & watch that scene & dig in the dancing queen & you're a teaser you turn 'em on & leave 'em burning and then you're gone & looking out for another & anyone will do & you're in the mood for a dance & and when you get the chance &,,,,
abba,waterloo,my my & at waterloo napoleon did surrender & oh yeah & and i have met my destiny in quite a similar way & the history book on the shelf & is always repeating itself & waterloo i was defeated you won the war & waterloo promise to love you for ever more & waterloo couldn't escape if i wanted to & waterloo knowing my fate is to be with you & waterloo finally facing my waterloo & my my & i tried to hold you back but you were stronger & oh yeah & and now it seems my only chance is giving up the fight & and how could i ever refuse & i feel like i win when i lose & waterloo i was defeated you won the war & waterloo promise to love you for ever more & waterloo couldn't escape if i wanted to & waterloo knowing my fate is to be with you & oh oh waterloo finally facing my waterloo & so how could i ever refuse & i feel like i win when i lose & waterloo couldn't escape if i wanted to & waterloo knowing my fate is to be with you & waterloo finally facing my waterloo & waterloo knowing my fate is to be with you & oh oh waterloo finally facing my waterloo & waterloo knowing my fate is to be with you &,,,,
abba,super trouper,super trouper beams are gonna blind me & but i won't feel blue & like i always do & 'cause somewhere in the crowd there's you & i was sick and tired of everything & when i called you last night from glasgow & all i do is eat and sleep and sing & wishing every show was the last show (wishing every show was the last show) & so imagine i was glad to hear you're coming(glad to hear you're coming) & suddenly i feel all right & (and suddenly it's gonna be) & and it's gonna be so different & when i'm on the stage tonight & tonight the super trouper lights are gonna find me & shining like the sun (sup-p-per troup-p-per) & smiling having fun (sup-p-per troup-p-per) & feeling like a number one & tonight the super trouper beams are gonna blind me & but i won't feel blue (sup-p-per troup-p-per) & like i always do (sup-p-per troup-p-per) & 'cause somewhere in the crowd there's you & facing twenty thousand of your friends & how can anyone be so lonely & part of a success that never ends & still i'm thinking about you only (still i'm thinking about you only) & there are moments when i think i'm going crazy (think i'm going crazy) & but it's gonna be alright & (you'll soon be changing everything) & everything will be so different & when i'm on the stage tonight & tonight the super trouper lights are gonna find me & shining like the sun (sup-p-per troup-p-per) & smiling having fun (sup-p-per troup-p-per) & feeling like a number one & tonight the super trouper beams are gonna blind me & but i won't feel blue (sup-p-per troup-p-per) & like i always do (sup-p-per troup-p-per) & 'cause somewhere in the crowd there's you & so i'll be there when you arrive & the sight of you will prove to me i'm still alive & and when you take me in your arms & and hold me tight & i know it's gonna mean so much tonight & tonight the super trouper lights are gonna find me & shining like the sun (sup-p-per troup-p-per) & smiling having fun (sup-p-per troup-p-per) & feeling like a number one & tonight the super trouper beams are gonna blind me & but i won't feel blue (sup-p-per troup-p-per) & like i always do (sup-p-per troup-p-per) & 'cause somewhere in the crowd there's you & (sup-p-per troup-p-per) lights are gonna find me & shining like the sun (sup-p-per troup-p-per) & smiling having fun (sup-p-per troup-p-per) & feeling like a number one & (sup-p-per troup-p-per) beams are gonna blind me & but i won't feel blue (sup-p-per troup-p-per) & like i always do (sup-p-per troup-p-per) &,,,,
abba,take a chance on me,if you change your mind i'm the first in line & honey i'm still free & take a chance on me & if you need me let me know gonna be around & if you've got no place to go if you're feeling down & if you're all alone when the pretty birds have flown & honey i'm still free & take a chance on me & gonna do my very best and it ain't no lie & if you put me to the test if you let me try & take a chance on me & (that's all i ask of you honey) & take a chance on me & we can go dancing we can go walking as long as we're together & listen to some music maybe just talking get to know you better & 'cause you know i've got & so much that i wanna do when i dream i'm alone with you & it's magic & you want me to leave it there afraid of a love affair & but i think you know & that i can't let go & if you change your mind i'm the first in line & honey i'm still free & take a chance on me & if you need me let me know gonna be around & if you've got no place to go if you're feeling down & if you're all alone when the pretty birds have flown & honey i'm still free & take a chance on me & gonna do my very best and it ain't no lie & if you put me to the test if you let me try & take a chance on me & (come on give me a break will you?) & take a chance on me & oh you can take your time baby i'm in no hurry know i'm gonna get you & you don't wanna hurt me baby don't worry i ain't gonna let you & let me tell you now & my love is strong enough to last when things are rough & it's magic & you say that i waste my time but i can't get you off my mind & no i can't let go & 'cause i love you so & if you change your mind i'm the first in line & honey i'm still free & take a chance on me & if you need me let me know gonna be around & if you've got no place to go if you're feeling down & if you're all alone when the pretty birds have flown & honey i'm still free & take a chance on me & gonna do my very best baby can't you see & gotta put me to the test take a chance on me & (take a chance take a chance take a chance on me) & ba ba ba ba baa ba ba ba ba baa & honey i'm still free & take a chance on me & gonna do my very best baby can't you see & gotta put me to the test take a chance on me & (take a chance take a chance take a chance on me) & ba ba ba ba baa ba ba ba ba baa ba-ba & honey i'm still free & take a chance on me & gonna do my very best baby can't you see & gotta put me to the test take a chance on me &,,,,
abba,money money money,i work all night i work all day to pay the bills i have to pay & ain't it sad & and still there never seems to be a single penny left for me & that's too bad & in my dreams i have a plan & if i got me a wealthy man & i wouldn't have to work at all i'd fool around and have a ball & money money money & must be funny & in the rich man's world & money money money & always sunny & in the rich man's world & aha aha & all the things i could do & if i had a little money & it's a rich man's world & it's a rich man's world & a man like that is hard to find but i can't get him off my mind & ain't it sad & and if he happens to be free i bet he wouldn't fancy me & that's too bad & so i must leave i'll have to go & to las vegas or monaco & and win a fortune in a game my life will never be the same & money money money & must be funny & in the rich man's world & money money money & always sunny & in the rich man's world & aha aha & all the things i could do & if i had a little money & it's a rich man's world &,,,,
abba,sos,and when i see the sign that points one way   & the lot we used to pass by every day   &    & just walk away renee   & you won't see me follow you back home   & the empty sidewalks on my block are not the same   & you're not to blame   &    & from deep inside the tears i forced to cry   & from deep inside the pain i chose to hide   &    & just walk away renee   & you won't see me follow you back home   & now as the rain beats down upon my weary eyes   & for me it cries   &    & just walk away renee   & you won't see me follow you back home   & now as the rain beats down upon my weary eyes   & for me it cries   &    & your name and mine inside a heart upon a wall   & still find a way to haunt me   & though they're so small   &    & just walk away renee   & you won't see me follow you back home   & the empty sidewalks on my block are not the same   & you're not to blame &  &  &abba,gimme gimme gimme,half past twelve & watchin' the late show & in my flat all alone & how i hate to spend the evening on my own & autumn winds blowin' outside the window & as i look around the room & and it makes me so depressed to see the gloom & there's not a soul out there & no one to hear my prayer & gimme gimme gimme a man after midnight & won't somebody help me & chase the shadows away & gimme gimme gimme a man after midnight & take me through the darkness & to the break of the day & movie stars & on end of the rainbow & with a fortune to win & it's so different from the world i'm living in & tired of tv & i open the window & and i gaze into the night & but there's nothing there to see no one in sight & there's not a soul out there & no one to hear my prayer & gimme gimme gimme a man after midnight & won't somebody help me & chase the shadows away & gimme gimme gimme a man after midnight & take me through the darkness & to the break of the day & gimme gimme gimme a man after midnight & gimme gimme gimme a man after midnight & there's not a soul out there & no one to hear my prayer & gimme gimme gimme a man after midnight & won't somebody help me & chase the shadows away & gimme gimme gimme a man after midnight & take me through the darkness & to the break of the day & gimme gimme gimme a man after midnight & won't somebody help me & chase the shadows away & gimme gimme gimme a man after midnight & take me through the darkness & to the break of the day &,,
abba,thank you for the music,i'm nothing special in fact i'm a bit of a bore & if i tell a joke you've probably heard it before & but i have a talent a wonderful thing & cause everyone listens when i start to sing & i'm so grateful and proud & all i want is to sing it out loud & so i say & thank you for the music the songs i'm singing & thanks for all the joy they're bringing & who can live without it i ask in all honesty & what would life be? & without a song or a dance what are we? & so i say thank you for the music & for giving it to me & mother says i was a dancer before i could walk & she says i began to sing long before i could talk & and i've often wondered how did it all start? & who found out that nothing can capture a heart & like a melody can? & well whoever it was i'm a fan & so i say & thank you for the music the songs i'm singing & thanks for all the joy they're bringing & who can live without it i ask in all honesty & what would life be? & without a song or a dance what are we? & so i say thank you for the music & for giving it to me & i've been so lucky i am the girl with golden hair & i wanna sing it out to everybody & what a joy what a life what a chance & thank you for the music the songs i'm singing & thanks for all the joy they're bringing & who can live without it i ask in all honesty & what would life be? & without a song or a dance what are we? & so i say thank you for the music & for giving it to me & so i say & thank you for the music for giving it to me &,,,,
abba,the winner takes it all,i don't want to talk & about the things we've gone through & though it's hurting me & now it's history & i've played all my cards & and that's what you've done too & nothing more to say & no more ace to play & the winner takes it all & the loser standing small & beside the victory & that's her destiny & i was in your arms & thinking i belonged there & i figured it made sense & building me a fence & building me a home & thinking i'd be strong there & but i was a fool & playing by the rules & the gods may throw a dice & their minds as cold as ice & and someone way down here & loses someone dear & the winner takes it all & the loser has to fall & it's simple and it's plain & why should i complain & but tell me does she kiss & like i used to kiss you? & does it feel the same & when she calls your name? & somewhere deep inside & you must know i miss you & but what can i say & rules must be obeyed & the judges will decide & the likes of me abide & spectators of the show & always staying low & the game is on again & a lover or a friend & a big thing or a small & the winner takes it all & i don't want to talk & if it makes you feel sad & and i understand & you've come to shake my hand & i apologize & if it makes you feel bad & seeing me so tense & no self-confidence & but you see & the winner takes it all & the winner takes it all & so the winner takes it all & and the the loser has to fall & throw a dice cold as ice & way down here someone dear & takes it all has to fall & it seems plain to me &,,,,
chic,good times,good times these are the good times & leave your cares behind these are the good times & good times these are the good times & our new state of mind these are the good times & happy days are here again & the time is right for makin' friends & let's get together how 'bout a quarter to ten & come tomorrow let's all do it again & boys will be boys better let them have their toys & girls will be girls cute pony tails and curls & must put an end to this stress and strife & i think i want to live the sporting life & good times these are the good times & leave your cares behind these are the good times & good times these are the good times & our new state of mind these are the good times & a rumor has it that it's getting late & time marches on just can't wait & the clock keeps turning why hesitate & you silly fool you can't change your fate & let's cut the rug little jive and jitterbug & we want the best we won't settle for less & don't be a drag participate & clams on the half shell and roller skates roller skates & good times these are the good times & leave your cares behind these are the good times & good times these are the good times & our new state of mind these are the good times & good times & a rumor has it that it's getting late & time marches on just can't wait & the clock keeps turning why hesitate & you silly fool you can't change your fate & let's cut the rug little jive and jitterbug & we want the best we won't settle for less & don't be a drag participate & clams on the half shell and roller skates roller skates & good times these are the good times & leave your cares behind these are the good times & good times these are the good times & our new state of mind these are the good times & good times these are the good times & leave your cares behind these are the good times & good times these are the good times & our new state of mind these are the good times & good times these are the good times & leave your cares behind these are the good times &,,,,
chic,le freak,ah freak out! le freak c'est chic & have you heard about the new dance craze? & listen to us i'm sure you'll be amazed & big fun to be had by everyone & it's up to you it surely can be done & young and old are doing it i'm told & just one try and you too will be sold & it's called le freak! they're doing it night and day & allow us we'll show you the way & ah freak out! le freak c'est chic & all that pressure got you down & has your head spinning all around & feel the rhythm check the ride & come on along and have a real good time & like the days of stopping at the savoy & now we freak oh what a joy & just come on down to fifty four & find a spot out on the floor & ah freak out! le freak c'est chic & now freak! & i said freak! & now freak! & all that pressure got you down & has your head spinning all around & feel the rhythm check the ride & come on along and have a real good time & like the days of stopping at the savoy & now we freak oh what a joy & just come on down to fifty four & find a spot out on the floor & ah freak out! le freak c'est chic &,,,,
fats domino,blueberry hill,i found my thrill & on blueberry hill & on blueberry hill & when i found you & the moon stood still & on blueberry hill & and lingered until & my dream came true & the wind in the willow played & love's sweet melody & but all of those vows you made & were never to be & though we're apart & you're part of me still & for you were my thrill & on blueberry hill & the wind in the willow played & love's sweet melody & but all of those vows you made & were never to be & though we're apart & you're part of me still & for you were my thrill & on blueberry hill &,,,,
911,the day we find love,isn't the first time won't be the last time & don't you worry i don't mean to make you sad & my tears will soon be over & with your conscience clear for a new life ahead & don't be sorry i really need to hear the truth & the only thing i'm asking 'cause i need you to & remember me as the only one who sets you free & maybe time alone will make you see & how deep our love could be & no it's never too late & 'cause i know this isn't the first time & won't be the last time & i surrender my soul 'cause you're always & keeping me waiting & anticipating the day we find love once again & i won't give up while there's a glimmer of a chance & a dream that's never ending & inviting love and a perfect romance & a burning passion oh baby you're my destiny & but the message i'm receiving is you're through with me & but i'll be there even though you tell me you don't care no no & how could you forget the times we shared? & don't throw our love away & you know it's never too late & repeat chorus & ooh remember me as the only one who sets you free & maybe time alone will make you see how deep our love could be & no it's never too late no no no no & repeat chorus to fade &,,,,
chicago,saturday in the park,saturday in the park & i think it was the fourth of july & saturday in the park & i think it was the fourth of july & people dancing people laughing & a man selling ice cream & singing italian songs & everybody is another & can you dig it (yes i can) & and i've been waiting such a long time & for saturday & another day in the park & i think it was the fourth of july & another day in the park & i think it was the fourth of july & people talking really smiling & a man playing guitar & and singing for us all & will you help him change the world & can you dig it (yes i can) & and i've been waiting such a long time & for today & slow motion riders fly the colors of the day & a bronze man still can tell stories his own way & listen children all is not lost all is not lost oh no no & funny days in the park & every day's the fourth of july & funny days in the park & every day's the fourth of july & people reaching people touching & a real celebration & waiting for us all & if we want it really want it & can you dig it (yes i can) & and i've been waiting such a long time & for the day yeah yeah & hoo hoo oh & hmm hmmm & hmm hmmm &,,,,
chicago,25 or 6 to 4,waiting for the break of day & searching for something to say & dancing lights against the sky & giving up i close my eyes & should have tried to do some more & twenty five or six to four oh yeah & feeling like i ought to sleep & spinning room is sinking deep & searching for something to say & waiting for the break of day ohh & twenty five or six to four & twenty five or six to four &,,,,
chicago,wishing you were here,sleepless hours and dreamless nights and far aways & ooo ooo ooo wishing you were here & heaven knows and lord it shows when i'm away & ooo ooo ooo wishing you were here & same old show in a different town on another day & ooo ooo ooo wishing you were here & even though you're far away you're on my mind & ooo ooo ooo wishing you were here & and i'd like to change my life and you know i would & just to be with you tonight baby if i could & but i've got my job to do and i do it well & change my life) so i guess that's how it is. & ooo ooo ooo wishing you were here & ooo ooo ooo wishing you were here &,,,,
chicago,color my world,as time goes on & i realize & just what you mean & to me & and now & now that you're near & promise your love & that i've waited to share & and dreams & of our moments together & color my world with hope of loving you &,,,,
chicago,beginnings,when i'm with you & it doesn't matter where we are & or what we're doing & i'm with you that's all that matters & time passes much too quickly & when we're together laughing & i wish i could sing it to you whoa oh & i wish i could sing it to you & oh oh oh oh oh oh woah oh oh oh & oh oh oh oh oh oh woah oh oh oh & mostly i'm silent hmm & silent & when i kiss you & i feel a thousand different feelings & a cover of chills & all over my body & and when i feel them & i quickly try to decide which one & i should try to put into words woah oh & try to put into words & oh oh oh oh oh oh woah oh oh oh & oh oh oh oh oh oh woah oh oh oh & only the beginning & only just the start & oh oh oh oh oh oh woah oh oh oh & oh oh oh oh oh oh woah oh oh oh & oh oh oh oh oh oh woah oh oh oh &,,,,
connie francis,where the boys are,where the boys are & someone waits for me & a smiling face a warm embrace & two arms to hold me tenderly & where the boys are & my true love will be & he's walking down some street in town & and i know he's looking there for me & in the crowd of a million people & i'll find my valentine & then i'll climb to the highest steeple & and tell the world he's mine & 'til he holds me & i wait impatiently & where the boys are where the boys are & where the boys are someone waits for me & 'til he holds me & i wait impatiently. & where the boys are where the boys are & where the boys are someone waits for me &,,,,
connie francis,stupid cupid,stupid cupid you're a real mean guy & i'd like to clip your wings so you can't fly & i'm in love and it's a crying shame & and i know that you're the one to blame & hey hey set me free & stupid cupid stop picking on me & i can't do my homework and i can't think straight & i meet him every morning 'bout half past eight & i'm acting like a lovesick fool & you've even got me carrying his books to school & hey hey set me free & stupid cupid stop picking on me & you messed me up for good right from the very start & hey go play robin hood with somebody else's heart & you got me jumping like a crazy clown & and i don't feature what your putting down & since i kissed his loving lips of wine & the thing that bothers me is that i like it fine & hey hey set me free & stupid cupid stop picking on me & you got me jumping like a crazy clown (stupid cupid) & and i don't feature what your putting down (stupid cupid) & since i kissed his loving lips of wine (stupid cupid) & the thing that bothers me is that i like it fine (stupid cupid) & hey hey set me free & stupid cupid stop picking on me & hey hey set me free & stupid cupid stop picking on me (stupid cupid) & (stupid cupid) &,,,,
bobby vinton,sealed with a kiss,'though we gotta say goodbye for the summer & baby i promise you this & i'll send you all my love every day in a letter & sealed with a kiss & yes it's gonna be a cold lonely summer & but i'll fill the emptiness & i'll send you all my dreams every day in a letter & sealed with a kiss & i'll see you in the sunlight & i'll hear your voice everywhere & i'll run to tenderly hold you & but baby you won't be there & i don't want to say goodbye for the summer & knowing the love we'll miss & so let us make a pledge to meet in september & and seal it with a kiss &,,,,
bobby vinton,blue velvet,she wore blue velvet & bluer than velvet was the night & softer than satin was the light & from the stars & she wore blue velvet & bluer than velvet were her eyes & warmer than may her tender sighs & love was ours & ours a love i held tightly & feeling the rapture grow & like a flame burning brightly & but when she left gone was the glow of & blue velvet & but in my heart there'll always be & precious and warm a memory &,,,,
the fifth dimension,up up and away,would you like to ride in my beautiful balloon? & would you like to glide in my beautiful balloon? & we could float among the stars together you and i & for we can fly we can fly & up up and away & my beautiful my beautiful balloon & the world's a nicer place in my beautiful balloon & it wears a nicer face in my beautiful balloon & we can sing a song and sail along the silver sky & for we can fly we can fly & up up and away & my beautiful my beautiful balloon & suspended under a twilight canopy & we'll search the clouds for a star to guide us & if by some chance you find yourself loving me & we'll find a cloud to hid us keep the moon beside us & love is waiting there in my beautiful balloon & way up in the air in my beautiful balloon & if you'll hold my hand we'll chase your dream across the sky & for we can fly we can fly & up up and away & my beautiful my beautiful balloon &,,,,
darude,sandstorm,[instrumental] & du du dudududududuud & dudududuudu & dudududududududududuududududududududuud & dudududuu & dududuudududud &,,,,
dionne warwick,heartbreaker,i got to say it and it's hard for me & you got me cryin' like i thought i would never be. & love is believin' but you let me down; & how can i love you when you ain't around? & and i & get to the morning and you never call. & love should be everything or not at all. & and it don't matter what ever you do; & i made a life out of lovin' you. & only to find any dream that i follow is dying. & i'm cryin' in the rain. & i could be searchin' my world for a love everlasting & feeling no pain when will we meet again? & why do you have to be a heartbreaker? & is it a lesson that i never knew? & gotta get out of the spell that i'm under & my love for you. & why do you have to be a heartbreaker & when i was bein' what you want me to be ? & suddenly everything i ever wanted has passed me by & this world may end not you and i. & my love is stronger than the universe. & my soul is cryin' for you & and that can not be reversed. & you made the rules and you could not see; & you made a life out of hurtin' me. & out of my mind i am held by the power of you love. & tell me when do we try or should we say goodbye ? & why do you have to be a heartbreaker & when i was bein' what you want me to be ? & suddenly everything i ever wanted has passed me by. & oh why do you have to be a heartbreaker ? & is it a lesson that i never knew ? & suddenly everything i ever wanted & my love for you oh & why do you have to be a heartbreaker & when i was bein' what you want me to be ? & suddenly everything i ever wanted has passed me by &,,,,
dionne warwick,i say a little prayer,the moment i wake up & before i put on my makeup & i say a little prayer for you & while combing my hair now & and wondering what dress to wear now & i say a little prayer for you & forever forever you'll stay in my heart & and i will love you & forever and ever we never will part & oh how i'll love you & together together that's how it must be & to live without you & would only be heartbreak for me & i run for the bus dear & while riding i think of us dear & i say a little prayer for you & at work i just take time & and all through my coffee break-time & i say a little prayer for you & forever forever you'll stay in my heart & and i will love you & forever and ever we never will part & oh how i'll love you & together together that's how it must be & to live without you & would only mean heartbreak for me & i say a little prayer for you & i say a little prayer for you & forever forever you'll stay in my heart & and i will love you & forever and ever we never will part & oh how i'll love you & together together that's how it must be & to live without you & would only mean heartbreak for me & my darling believe me & for me there is no one but you & please love me too & i'm in love with you & answer my prayer & say you love me too & why don't you answer my prayer? & you know every day i say a little prayer & i said i say i say a little prayer &,,,,
dionne warwick,do you know the way to san jose,do you know the way to san jose? & i've been away so long. i may go wrong and lose my way & do you know the way to san jose? & i'm going back to find some peace of mind in san jose & l.a. is a great big freeway & put a hundred down and buy a car & in a week maybe two they'll make you a star & weeks turn into years. how quick they pass & and all the stars that never were & are parking cars and pumping gas & you can really breathe in san jose & they've got a lot of space. there'll be a place where i can stay & i was born and raised in san jose & i'm going back to find some peace of mind in san jose & fame and fortune is a magnet & it can pull you far away from home & with a dream in your heart you're never alone & dreams turn into dust and blow away & and there you are without a friend & you pack your car and ride away & i've got lots of friends in san jose & do you know the way to san jose? & l.a. is a great big freeway & put a hundred down and buy a car & in a week maybe two they'll make you a star & weeks turn into years. how quick they pass & and all the stars that never were & are parking cars and pumping gas & i've got lots of friends in san jose & do you know the way to san jose? & can't wait to get back to san jose &,,,,
dionne warwick,walk on by,if you see me walking down the street & and i start to cry each time we meet & walk on by walk on by & make believe & that you don't see the tears & just let me grieve & in private 'cause each time i see you & i break down and cry & and walk on by (don't stop) & and walk on by (don't stop) & and walk on by & i just can't get over losing you & and so if i seem broken and blue & walk on by walk on by & foolish pride & is all that i have left & so let me hide & the tears and the sadness you gave me & when you said goodbye & walk on by (don't stop) & walk on by (don't stop) & walk on by (don't stop) & walk on &,,,,
chris isaak,wicked game,the world was on fire and no one could save me but you & it's strange what desire will make foolish people do & i'd never dreamed that i'd meet somebody like you & and i'd never dreamed that i'd lose somebody like you & no i don't want to fall in love (this girl is only gonna break your heart) & no i don't want to fall in love (this girl is only gonna break your heart) & with you & with you (this girl is only gonna break your heart) & what a wicked game you played to make me feel this way & what a wicked thing to do to let me dream of you & what a wicked thing to say you never felt this way & what a wicked thing to do to make me dream of you & and i don't want to fall in love (this girl is only gonna break your heart) & no i don't want to fall in love (this girl is only gonna break your heart) & with you & the world was on fire and no one could save me but you & it's strange what desire will make foolish people do & i'd never dreamed that i'd love somebody like you & and i'd never dreamed that i'd lose somebody like you & no i don't want to fall in love (this girl is only gonna break your heart) & no i don't want to fall in love (this girl is only gonna break your heart) & with you (this girl is only gonna break your heart) & with you (this girl is only gonna break your heart) & no i (this girl is only gonna break your heart) & (this girl is only gonna break your heart) & nobody loves no one &,,,,
al stewart,on the border,the fishing boats go out across the evening water & smuggling guns and arms across the spanish border & the wind whips up the waves so loud & the ghost moon sails among the clouds & turns the rifles into silver on the border & on my wall the colours of the maps are running & from africa the winds they talk of changes coming & the torches flare up in the night & the hand that sets the farms alight & has spread the word to those who're waiting on the border & in the village where i grew up & nothing seems the same & still you never see the change from day to day & and no-one notices the customs slip away & late last night the rain was knocking at my window & i moved across the darkened room and in the lampglow & i thought i saw down in the street & the spirit of the century & telling us that we're all standing on the border & in the islands where i grew up & nothing seems the same & it's just the patterns that remain & an empty shell & but there's a strangeness in the air you feel too well & the fishing boats go out across the evening water & smuggling guns and arms across the spanish border & the wind whips up the waves so loud & the ghost moon sails among the clouds & turns the rifles into silver on the border & on the border & on the border & on the border &,,,,
al stewart,time passages,it was late in december the sky turned to snow & all 'round the day was going down slow & night like a river beginning to flow & i felt the beat of my mind go & drifting into time passages & years go falling in the fading light & time passages & buy me a ticket on the last train home tonight. & well i'm not the kind to live in the past & the years run too short and the days too fast & the things you lean on are the things that don't last & well its just now and then my line gets cast into these & time passages & there's something back there that you left behind & oh time passages & buy me a ticket on the last train home tonight. & hear the echoes and feel yourself starting to turn & don't know why you should feel & that there's something to learn & it's just a game that you play. & well the picture is changing now you're part of the crowd & they're laughing at something and the music's loud & a girl comes toward you you once used to know & you reach out your hand but you're all alone in those & time passages & i know you're in there you're just out of sight & oh time passages & buy me a ticket on the last train home tonight &,,,,
al stewart,year of the cat,on a morning from a bogart movie & in a country where they turn back time & you go strolling through the crowd like peter lorre & contemplating a crime & she comes out of the sun in a silk dress running & like a watercolor in the rain & don't bother asking for explanations & she'll just tell you that she came & in the year of the cat & she doesn't give you time for questions & as she locks up your arm in hers & and you follow 'till your sense of which direction & completely disappears & by the blue tiled walls near the market stalls & there's a hidden door she leads you to & these days she says i feel my life & just like a river running through & the year of the cat & while she looks at you so cooly & and her eyes shine like the moon in the sea & she comes in incense and patchouli & so you take her to find what's waiting inside & the year of the cat & well morning comes and you're still with her & and the bus and the tourists are gone & and you've thrown away your choice you've lost your ticket & so you have to stay on & but the drum-beat strains of the night remain & in the rhythm of the new-born day & you know sometime you're bound to leave her & but for now you're going to stay & in the year of the cat &,,,,
the flamingos,i only have eyes for you,my love must be a kind of blind love & i can't see anyone but you & sha bop sha bop & sha bop sha bop & sha bop sha bop & sha bop sha bop & sha bop sha bop & are the stars out tonight & i don't know if it's cloudy or bright & i only have eyes for you dear & sha bop sha bop & the moon may be high & sha bop sha bop & but i can't see a thing in the sky & i only have eyes for you & i don't know if we're in a garden & or on a crowded avenue & sha bop sha bop & you are here & sha bop sha bop & and so am i & sha bop sha bop & maybe millions of people go by & but they all disappear from view & and i only have eyes for you & sha bop sha bop & sha bop sha bop & sha bop sha bop & sha bop sha bop & sha bop sha bop &,,,,
the corrs,closer,i see you walking everyday & with a smile beneath frown & but i won't look away yeah & what does it mean? & what's there to see? & if i look closer & closer closer & closer closer & closer closer & closer & where are you going? & and what are you thinking at all? & your eyes show nothing more & than a dazed oblivion & what does it mean? & what will i see? & when i look closer & closer closer & closer closer & closer closer & closer yeah & you don't see me & watching everyday & my smile could warm your frown & and i'd never look away & never look away & there's more to me (there's more to me) & than what you see & when you look closer & closer closer & closer closer & closer closer & closer closer & closer closer & closer yeah & closer closer & closer no no oh &,,,,
the corrs,the right time,this is the right time once in a lifetime & so i find it hard to sleep don't you know & the sun is shining in my window life's in flow & making music in the morning laughter's light & creativity touches in for flight & this is the right time & once in a lifetime & keep it going let's not lose it feel the flow & oh flying free in a fantasy you i'll go & this is the right time & once in a lifetime & now something has entered my mind shattering all of my thoughts & it's no good it's just one big waste of my time & but what can i do to recall & this is the right time & once in a lifetime & this is the right time & once in a lifetime & this is the right time & once in a lifetime & this is the right time & once in a lifetime &,,,,
the corrs,remember,i see you in my memory & as vivid as today & and i wonder do you see me & in that same familiar way & ohhh... another place another time & we'll meet again and you'll be mine & ohhh... 'cause nothing can compare to you and i & wasn't it true do you remember like i do & (wasn't it true or is it) & or is it all tainted in your view & could i be just a dream or two & (wasn't it true) & away from you & now i know it was so special & (every single way) & in every single way yeah yeah & you know i'd go right back there & (take me back today) & if you take me back today & 'cause i know there's no one to replace you in my mind & wasn't it true do you remember like i do & (wasn't it true or is it) & or is it all tainted in your view & could i be just a dream or two & (wasn't it true) & away from you & do you remember... & all i remember... & do you remember... & (do you remember do you remember do you remember) & all i remember & (do you remember do you remember do you remember) & true remember like i do & (wasn't it true or is it) & tainted in your view & just a dream or two & (wasn't it true) & away from you & wasn't it true so true remember like i do i do & (wasn't it true or is it all) & tainted in you're view & could i be just a dream or two & (wasn't it true) & away from you & do you remember... & (true remember like i do) & all i remember... & (wasn't it true or is it tainted in your view) & (just a dream or too) & all i remember... & (wasn't it true) & (true remember like i do) & (wasn't it true or is it) & tainted in your view & just a dream or two... & fade out &,,,,
the corrs,intimacy,hey yeah yeah yeah yeah & last night before you fell asleep & you whispered something to me & was it just a dream & i'm gonna listen to you close & 'cause your goodnight kiss & felt like a ghost & what are you trying to say to me & what are you trying to say & everybody's searching for intimacy & ooh ooh ooh ooh & everybody's hurting for intimacy & ooh ooh ooh ooh & we come into this world alone & from the heart of darkness & the infinite unknown & we're only here a little while & and i feel safe and warm & when i see you smile & baby don't move away from me & baby don't pull away & everybody's searching for intimacy & ooh ooh ooh ooh & everybody's hurting for intimacy & ooh ooh ooh ooh & remember when you were a child & and your momma would hold you in her arms & and rock you to sleep yeah yeah yeah & now darling there's just you and i & let's give each other everything baby baby yeah yeah & everybody's searching for intimacy & ooh ooh ooh ooh & everybody's hurting for intimacy & ooh ooh ooh ooh & baby come and lay down next to me & ooh ooh ooh ooh & everybody's searching for intimacy & ooh ooh ooh ooh & hey yeah yeah yeah yeah & umm uh hee he yeah &,,,,
